DES LACS WESTERN OIL CO.
DAVIS WELL
GREAT NORTHERN OIL & GAS PIPELINE
A. C. TOWNLEY INTS
GLENFIELD OIL CO.
NORTHWEST OIL DRILLING CO.
H. HANSON OIL SYNDICATE
PRAIRIE OIL & GAS
A. R. JONES OIL & OPERATING CO.
VELVA PETROLEUM CO.
CARTER OIL CO.
BIG VIKING OIL CO.
"CHEVRON USA, INC."
"FARMERS UNION CENTRAL EXCHANGE, INC."
"NORTHERN ORDINANCE, INC."
H. W. SNOWDEN
PRICE DRILLING CO.
"CONTINENTAL-PURE, DAVIDSON"
UNION OIL COMPANY OF CALIFORNIA
KELLY-PLYMOUTH
SAMEDAN OIL CORPORATION
ROESSER & PENDELTON CO.
MAGNOLIA PETROLEUM CO.
AMERADA HESS CORPORATION
PHILLIPS PETROLEUM COMPANY
TURNER OIL CO.
RED RIVER OIL & DEVELOPMENT
AJAX OIL CO.
HESS CORPORATION
HUNT OIL COMPANY
"BARNETT DRILLING, INC."
PEAK DRILLING CO.
"PETRO-HUNT, L.L.C."
CHAMPLIN REFINING CO.
STANOLIND OIL & GAS CO.
WANETE OIL CO.
TIOGA PETROLEUM CORP.
WILLISTON BASIN OIL VENTURES
TEXACO EXPLORATION & PRODUCTION INC.
LION OIL COMPANY
S. D. JOHNSON DRILLING CO.
GENERAL ATLAS CARBON CO.
YOUNGBLOOD & YOUNGBLOOD
CONCORD DEVELOPMENT CO.
C. W. WILLIAMS & O. D. CLARK
HEBRON BRICK CO.
WILLIAM HERBERT HUNT
QUINTANA PRODUCTION CO.
"FLYING J OIL & GAS, INC."
DEEP ROCK OIL CO.
CONTINENTAL OIL CO.
POLLARD & DAVIS
F. H. RHODES
NEW CONCORD DEVELOPMENT CO.
WARD-WILLISTON COMPANY
WARD-WILLISTON DRILLING CO.
"MURRY, MONSON, & MURRY"
"NATIONAL BULK CARRIERS, INC."
NORTHERN PUMP CO.
CARDINAL DRILLING CO.
NORTHERN NATURAL GAS PRODUCING CO.
ZACH BROOKS DRILLING CO.
U.S. SMELTING REFINING & MINING CO.
CARDINAL PETROLEUM CO.
"FLYING J EXPLORATION & PRODUCTION, INC."
FRAZIER-CONROY
NATIONAL ASSOCIATED PETROLEUM CO.
T. M. EVANS
K. ALFRED ELLISON
EVANS PRODUCTION CORP.
ARGYLE ROYALTY CO.
CALVERT DRILLING CO.
CALVERT EXPLORATION CO.
GERMANY & CARDINAL DRILLING CO.
SOHIO PETROLEUM COMPANY
PAN AMERICAN PETROLEUM CORP.
PLYMOUTH OIL CO.
WILLISTON OIL & GAS CO.
D. D. FELDMAN OIL AND GAS
MIDWEST EXPLORATION CORP.
SAM G. HARRISON
WRIGHT & POLLARD
PURE OIL CO.
WHITE EAGLE CO.
GULF OIL CORP.
O. W. R. OIL - WHITSON INC.
"MCLAUGHLIN, INC."
THE TEXAS CO.
"MIDWEST EXPLORATION COMPANY, INC."
LEACH AND KELSCH
M. B. RUDMAN DRILLING CO.
"KOCH INDUSTRIES, INC."
LOS NIETOS OIL CO.
BLACKWOOD & NICHOLS CO.
